,ROA 稅前息前折舊前,ROA 稅後息前,ROA 稅後息前折舊前,ROE 稅後,ROE 常續利益,已實現銷貨毛利率,營業利益率,稅前淨利率,稅後淨利率,業外收支 / 營收,常續利益率 稅後,營業費用率,現金流量比率,有息負債利率,稅率,每股淨值,常續性 EPS,每股營業利益,每股稅前淨利,營業毛利成長率,已實現銷貨毛利成長率,營業利益成長率,稅前淨利成長率,稅後淨利成長率,經常淨利成長率,常續淨利成長率,總負債 / 總淨值,負債比率,淨值 / 資產,長期資金適合率,借款依存度,或有負債 / 淨值,營業利益 / 實收資本比,稅前純益 / 實收資本,存貨及應收帳款 / 淨值,應收帳款週轉次數,固定資產週轉次數,淨值週轉率（次）,淨營業週期（日）,存貨週轉率大於 8.515,有投保董監責任險,獨立董監有兼任,3 年內 CPA 有異動,董事長兼任總經理,董事長內部化,總經理內部化,監察人內部化,3 年內董事長有異動,3 年內總經理有異動,3 年內財務主管有異動,3 年內發言人有異動,3 年內內部稽核有異動,四大會計師事務所簽證
應收帳款週轉次數,0.1192129196079996,0.1464978421891905,0.12754588206788073,0.16612471856593578,0.17886483659286762,0.2660812594627945,0.11481826826061652,0.1181601931291664,-0.010727943323152838,0.10811355890564217,0.11791447700294803,-0.0445014768402766,0.08545531507521176,-0.1839805516463401,-0.09663237447834598,0.06388561131501945,0.1680930001793521,0.14862971805952693,0.14488592534808503,0.013394579771005218,0.013391080305286388,0.03138712148191664,-0.04765170848233419,0.014409594221750662,-0.005187965937665994,-0.053459266799941466,0.010344736938240536,-0.01536152145026202,0.015361521450262032,0.12185226940174188,-0.16868104831076491,-0.044143892586969984,0.14731239485887612,0.14498415095266987,-0.3302087012492825,1.0,0.5128297900574212,0.2795420635015484,-0.16063982772183505,0.18231629778192726,0.0019318749664629666,-0.02698790699410742,-0.03868145234482722,-0.11012939280284978,-0.06982156752791484,-0.0993971383092805,-0.025326862757362727,-0.051143779452553995,-0.024818511015939255,-0.12645746231152158,0.012046253261724425,-0.015198186949019593,0.031136379287794086
固定資產週轉次數,0.018656300294859367,0.08936222671942566,0.04076333932066366,0.11142616828765094,0.1259764826037444,0.12092824213651387,0.07393996251762275,0.0632163413409094,0.006435595210560429,0.051054748159487934,0.06703603187708775,-0.036599762203767344,0.015203067799597018,-0.18648764455125055,-0.07711338255334133,-0.04152253976952935,0.06670199830456433,0.04912572439218946,0.049620573429723126,0.09367583514845548,0.09367798963297555,0.03661728980667796,-0.038692904299550565,-0.0006208674379186406,-0.008850613441380658,0.03589930971027233,0.06944223353497594,0.029416890372056675,-0.029416890372056675,0.33364208329695444,-0.18886461258863174,-0.024160116988737598,0.04955715748257006,0.05567743277583756,-0.05972790529647427,0.5128297900574212,1.0,0.412666312848828,-0.14309300331051858,0.1710257503850851,-0.057393355499678604,-0.08838906883583827,-0.05465240235012041,-0.08827928671802492,-0.09256009366511052,-0.0301410794463928,-0.0991924921023898,-0.029214906762896842,-0.03268819715545297,-0.10647459413059492,-0.03375999079604454,-0.032976200971852346,-0.01216088226235664
淨值週轉率（次）,0.0712717699369788,0.11702471675476457,0.07731948295795353,0.16018363952477885,0.1420624510159013,-0.1326019791798291,0.17978988976903773,0.16900492304220063,0.013209033139932462,0.14709018631572224,0.1725264297634715,-0.2483790999104553,-0.12254913146655523,0.23864170468574714,0.09840125607049449,-0.07488682850844913,0.14749567950398385,0.16127070257887308,0.15975244433112074,0.20504834740793237,0.2049964917464638,0.07540417422330273,0.1520173263001043,0.13479145241077167,0.1294912473383585,0.08415239175761116,0.6243607706783151,0.6180187711587848,-0.6180187711587851,-0.08413492604085283,0.2762703063288625,0.026181868060811082,0.16123510548228562,0.1606532805318613,0.5923462079838356,0.2795420635015484,0.412666312848828,1.0,-0.14349731950055464,0.20810425879671166,-0.08614296774133096,-0.1318757276971157,0.02666931000085024,-0.13942650274276894,-0.07106430074026661,-0.0869089934508481,-0.09929037163332172,-0.07326584459203982,-0.05203690884705397,-0.06459553533775769,0.016250108540111847,-0.0799302149440114,-0.010459497964962393
淨營業週期（日）,-0.065707405664191,-0.09032394356155819,-0.06918888833103687,-0.11347401077130471,-0.11032056092376077,-0.24032811508225604,-0.41376526199543506,-0.47628291091201136,0.7016539946077246,-0.526039445699403,-0.4910620294932604,0.4408700742440984,0.09770473305208131,-0.004860221601979795,-0.06967265171049979,-0.01201148158475776,-0.09654385729599216,-0.06863405009607429,-0.0773898901427227,-0.023771011916701362,-0.023764737380235868,-0.013163219226983554,-0.0236918182219489,0.005219872902126444,-0.031715084385926844,-0.03373299194315606,-0.13905337944732585,-0.14086754220350256,0.14086754220350262,0.6712365964760941,0.011591445449753303,-0.0013051264403900176,-0.06859348870423063,-0.08581422888420062,-0.007029328766500567,-0.16063982772183505,-0.14309300331051858,-0.14349731950055464,1.0,-0.04754001933442176,-0.03285384222895158,-0.032424247708100186,-0.020227121826436132,-0.003972683204560555,-0.02929895244783342,-0.000383599842300143,-0.030653913616836424,-0.014836163051656344,-0.036115470623057755,-0.006763375048703901,-0.036595467916883874,-0.012917233447108321,-0.01577345011724026
存貨週轉率大於 8.515,0.04527266247631865,-0.029382589642710306,0.04212465609486927,0.009836020132684923,0.010065388549744505,-0.12041967023838905,0.03885458422304216,0.056021814935787666,0.0024094271519304617,0.05987508611433419,0.058426502736603304,-0.10829799977376553,0.07041484362585787,0.015473725129026191,-0.02061624601362272,-0.02791552553472035,-0.026036266953294338,-0.008047214111250606,-0.029413199235893014,-0.014499478853553908,-0.014564821462202188,-0.004442030003508861,-0.0006724608544245024,-0.04968505342907347,-0.06705605087901595,-0.0527192964735252,0.18954788881215281,0.19482373044170784,-0.1948237304417079,-0.019730335073205388,0.05066715361615547,-0.03987695555092385,-0.008840280475613384,-0.019766412784850213,-0.0555988526322257,0.18231629778192726,0.1710257503850851,0.20810425879671166,-0.04754001933442176,1.0,-0.11065479939566455,-0.032775956217037265,-0.05473605499449636,-0.07142514329268197,-0.024059521964888916,-0.14647728581498845,0.012769304537927,0.014718631903083104,0.09551537048009769,0.03489998967717844,0.047599154237417944,-0.015911145683514604,-0.019904581222360853
有投保董監責任險,0.013772054771250828,0.008120843553320985,0.018060239170945236,-0.01531330846928545,0.027644532670814972,0.004219192256458532,0.008015022096545206,-0.025217249349991058,-0.0958760017302312,-0.03266186076169217,-0.009450008002970437,0.012679256817529782,0.0316206657796873,-0.11028447885107671,0.06484799278116696,0.13476796374604136,0.0729213471754899,0.06870788020011155,0.04372067716761868,-0.00454518685204356,-0.004584940278684517,-0.015866351076351384,0.05876714034876439,0.03775875722199911,0.016051129284780398,-0.0063528061276334705,-0.09182885111546844,-0.04143411896478168,0.041434118964781684,-0.0806699704627294,-0.04554864087297291,-0.011708037407857412,0.06797345393962691,0.04853453665570278,-0.06971567644735592,0.0019318749664629666,-0.057393355499678604,-0.08614296774133096,-0.03285384222895158,-0.11065479939566455,1.0,0.5151681131455841,0.1250053855160552,0.10786857310552377,0.21088611673184138,0.12381127643045062,-0.10456936518203472,0.10968054359653481,0.05642544963225531,0.13753638121470071,0.09875300670983035,0.07559289460184553,0.12425462428370788
獨立董監有兼任,0.021224545102132418,0.00202788076189847,0.020190764500301085,0.018414754558397053,0.05530860342616225,0.05458316608119025,-0.005516459169959237,-0.014325891941152939,-0.0719122233913672,-0.004433942018747639,-0.0038663336348106576,0.030560760407507544,-0.05901892777229547,-0.15496103471764242,0.10690833336701061,0.16543242770621563,0.037578713385167,0.04010576381440034,0.018075749191905403,-0.0072819168913406986,-0.007285716226559679,-0.017672690905312843,0.03275935822209397,-0.003532311576912771,-0.019231823704617637,0.0282365150899319,-0.1744354179325845,-0.11841471815731953,0.11841471815731953,-0.0572421461146899,-0.17358650778128623,0.00961374232938081,0.03958184943869737,0.0195077302077668,-0.13308864584954272,-0.02698790699410742,-0.08838906883583827,-0.1318757276971157,-0.032424247708100186,-0.032775956217037265,0.5151681131455841,1.0,0.09075023434056083,0.08996977213109728,0.12705765702210067,-0.007431513842439252,-0.05538703284478448,0.15150320392314234,0.011496107399824339,0.15093503525195123,0.06540019361961223,-0.00453730596129695,0.015708263007660095
3 年內 CPA 有異動,-0.10875250567794072,-0.08852493362692661,-0.11508033350141651,-0.0850474005232873,-0.10857076748766858,-0.07266401643176651,0.02120293534293245,0.046011647416726364,-0.0007391786170816255,0.05612214926496505,0.04564553139320694,-0.068106098195788,-0.07170933961089454,0.07537196891246795,-0.04414481105026261,-0.04993201201906454,-0.07338772313158752,-0.07530814707610095,-0.05884588332706355,-0.04167364262395714,-0.041668230029758904,0.007600052491498166,0.02073142265966388,0.027999715541196117,0.026382104578581412,-0.02328956595009524,0.07830765413204843,0.0727294990238628,-0.07272949902386285,-0.03562341480336825,0.10688896367381184,0.0854354086001315,-0.07547879574741953,-0.05714244757141118,0.03070263373279918,-0.03868145234482722,-0.05465240235012041,0.02666931000085024,-0.020227121826436132,-0.05473605499449636,0.1250053855160552,0.09075023434056083,1.0,-0.03355146690437714,0.054178687356664076,-0.0951004596488792,0.06143649337959886,0.21513449399118248,0.11719249081625982,0.15647633563262964,0.09168135037979966,0.0422469368309245,-0.06092700039545456
董事長兼任總經理,-0.06569146443578296,-0.05755488098178608,-0.05816611024743776,-0.06965266316844745,-0.042858184090225286,-0.012339259054195315,-0.008884922349908645,-0.011284512828225974,-0.056259630683679764,-0.01835170305951783,0.006492827695770124,0.01781695524229461,-0.06239354177730472,-0.042108467503473586,0.028352965836664582,-0.07767358659299704,-0.08095383933557897,-0.09797318909582069,-0.10975046174562493,-0.021684635324646977,-0.021685089937566796,0.08300210851859102,0.038834773314066706,0.050325624242649594,0.04227567046150382,0.13926228258593898,-0.08385230572826359,-0.08112342137348237,0.08112342137348237,-0.04000035356095415,-0.0020988450384573907,0.011991174963333528,-0.09716949385221942,-0.10118282959762301,-0.03876654959389209,-0.11012939280284978,-0.08827928671802492,-0.13942650274276894,-0.003972683204560555,-0.07142514329268197,0.10786857310552377,0.08996977213109728,-0.03355146690437714,1.0,0.2011502560189076,0.596888969674964,0.07094688960142004,0.03899026640351972,-0.04797520120084959,0.06355463151143523,0.047932256673265575,0.16350664613972235,-0.06443356052381145
董事長內部化,0.04999500419721056,0.06343592464542247,0.04684279733691925,0.05382424521053175,0.058433419187709425,0.0566130176430934,-0.004463736091763854,-0.02470853023233619,-0.10402564182612857,-0.024336685027188422,-0.019764137660850962,0.018221331276796624,0.021277997532597206,-0.06934983606294465,0.13739563320044423,-0.021514260247620067,0.005475743880458541,-0.000897533798220068,-0.004790630489198886,0.028633932986563162,0.028659469708449143,0.08109054250675368,0.0005646440107913954,-0.021826558913167673,-0.010145251038193661,0.060103719684500435,-0.03743758120677532,-0.02920274747761425,0.029202747477614244,-0.09462341481500045,0.013524392046847591,0.047954041580463146,-0.0015268538143973847,0.0007244268405229298,-0.00025873633672888764,-0.06982156752791484,-0.09256009366511052,-0.07106430074026661,-0.02929895244783342,-0.024059521964888916,0.21088611673184138,0.12705765702210067,0.054178687356664076,0.2011502560189076,1.0,0.516194121016716,0.18635522413953481,-0.18979550768484962,-0.0131806083266464,0.008416118080009841,0.08663461200463415,0.09091845777652832,0.031462268680644244
總經理內部化,-0.055072972409843435,-0.04745097519823203,-0.056102456519518035,-0.05649364365732027,-0.03102397100112664,0.018360013366723417,-0.066366234590542,-0.0599187308018876,-0.07696788166318172,-0.03604210470428451,-0.04210103713230192,0.05919461552266907,-0.021134965105082684,-0.01777688071076931,0.05663679940392877,-0.03942607021782772,-0.05494071092768503,-0.05866782850576205,-0.06646484921153081,0.003230104027445008,0.003230235838972573,0.06663956507272871,0.023012628803991037,0.008432848949586888,-0.004696836903517153,0.09503448513562195,-0.06183034346425758,-0.07552129091214316,0.0755212909121432,-0.02880293361533705,0.020091619806673556,-0.0008892441961434127,-0.05835258915116531,-0.06572900988588326,0.010954841253193712,-0.0993971383092805,-0.0301410794463928,-0.0869089934508481,-0.000383599842300143,-0.14647728581498845,0.12381127643045062,-0.007431513842439252,-0.0951004596488792,0.596888969674964,0.516194121016716,1.0,0.06560336447490399,-0.11486808901448048,-0.11014400029574943,-0.011703053784160679,0.020845479592460345,0.1411956236812262,0.00903705767387321
監察人內部化,-0.057923952034954776,-0.015049280767892307,-0.05269754888462425,-0.007609881276421988,-0.012226751340379935,0.043939635298082695,-0.03434228940752697,-0.004859552836133076,-0.04345996092693618,0.0068130858332712116,-0.018876691543238143,0.040329496449438174,-0.09447076280352797,-0.13500542468795854,-0.08113719544147634,0.07535339067584576,0.004503767958150119,0.011578201504048376,0.0009548216916298834,0.014584383849800344,0.014590204910710166,0.015377599123244164,0.022587325068305797,0.004516940626700477,0.04621851340752188,0.026296986186151807,-0.0712234571753671,-0.08426046943312986,0.08426046943312988,-0.023743234047971316,-0.026981529648144598,-0.04600175209870574,0.01240726765072984,0.0072141287680865486,-0.12747945945835468,-0.025326862757362727,-0.0991924921023898,-0.09929037163332172,-0.030653913616836424,0.012769304537927,-0.10456936518203472,-0.05538703284478448,0.06143649337959886,0.07094688960142004,0.18635522413953481,0.06560336447490399,1.0,0.011507839160737835,0.12544875275484482,0.13000606129651368,-0.005743641100505023,0.12143672338995966,-0.017203759560405284
3 年內董事長有異動,-0.10347339803882856,-0.07020045520688924,-0.09343994096766861,-0.0867570706555603,-0.08076876157180751,-0.09949262569736021,0.006859055170538628,0.04767975158181582,0.0014253176790552545,0.06848236051314498,0.04259932973061034,-0.0643727942974284,-0.05157660076781737,0.0070056355454027105,-0.007432231150209665,0.01100494208422561,-0.06307360613844057,-0.09048185798624828,-0.0744460697870356,-0.014060103645519115,-0.014133981085592455,-0.13158143935286293,-0.06530802337663594,-0.07400852650482113,-0.0792277082277996,-0.11993873674151273,-0.07448761409777643,-0.09391968572475443,0.09391968572475448,-0.03671458768617445,-0.027320104683498093,0.09441518330737125,-0.08978603540914988,-0.07382534394895449,-0.061517296562940374,-0.051143779452553995,-0.029214906762896842,-0.07326584459203982,-0.014836163051656344,0.014718631903083104,0.10968054359653481,0.15150320392314234,0.21513449399118248,0.03899026640351972,-0.18979550768484962,-0.11486808901448048,0.011507839160737835,1.0,0.34085075264240916,0.21768495443698993,0.22917639094820924,0.02534388139902262,-0.025253224546221743
3 年內總經理有異動,-0.08506437328481292,-0.061875736608199734,-0.07366655642659488,-0.05945714508904619,-0.07599715293509694,-0.08539606942682644,-0.02343931366638075,0.001466139160912266,-0.05506453530573255,0.005324545249274334,-0.013185607047480423,0.009259170567177588,-0.10674985586524781,0.008636624359638847,-0.0547422086765871,-0.01873965824973454,-0.05633319081908827,-0.06302912014282361,-0.06113095621179811,0.017319720483161015,0.017259136467129173,-0.10372306639803981,-0.09784200736720965,-0.06662499285371375,-0.03616666739212199,-0.06963553187476366,0.018565957509395187,-0.020159056454038968,0.020159056454038957,0.0053525621478662045,0.0037058526756987473,-0.0502879721972715,-0.062312070774902736,-0.058623189327583314,-0.05952086006272665,-0.024818511015939255,-0.03268819715545297,-0.05203690884705397,-0.036115470623057755,0.09551537048009769,0.05642544963225531,0.011496107399824339,0.11719249081625982,-0.04797520120084959,-0.0131806083266464,-0.11014400029574943,0.12544875275484482,0.34085075264240916,1.0,0.2574326351677359,0.2918401204765248,0.0525660941344889,-0.01452822143937209
3 年內財務主管有異動,-0.11005536001458206,-0.07144125451492403,-0.10789228930153512,-0.06050790903751261,-0.08757999658686395,-0.06825082760185654,-0.09280907167275664,-0.03755833504721096,-0.04429682629993379,0.025571763993149706,-0.03718222353667654,0.03577622715948257,-0.03573302977977822,-0.04915056122449447,-0.012322071123311086,-0.011952905232882078,-0.04062165966991224,-0.03597155565418817,-0.027904995996948064,0.010639085212543208,0.01067334343427912,0.07109026639454954,-0.005527215627747989,-0.0011162017181911704,0.033159196699761445,-0.027996154259440246,0.04563904276424051,0.019746755430921515,-0.01974675543092152,-0.05227262298374036,0.1284340587718017,-0.05094089225585361,-0.03546698382437129,-0.019678134768001232,0.0061996179010636795,-0.12645746231152158,-0.10647459413059492,-0.06459553533775769,-0.006763375048703901,0.03489998967717844,0.13753638121470071,0.15093503525195123,0.15647633563262964,0.06355463151143523,0.008416118080009841,-0.011703053784160679,0.13000606129651368,0.21768495443698993,0.2574326351677359,1.0,0.36934308386365944,0.3032392174315618,-0.034847016406212836
3 年內發言人有異動,0.03171358959186513,0.02363773728304927,0.028586842695830547,0.02570630758161879,0.01704078310449127,-0.015168315952379378,0.05852329331454669,0.08153248023163664,-0.002476133291897635,0.08791200078233097,0.06857389771703937,-0.09256417318422248,-0.023786561312168462,-0.01956074782680136,0.037431242729549646,0.04207029706847807,0.01061412622442595,0.01627008088397001,0.01830435930096412,0.015970172920549797,0.015970973793924308,0.06699445317282773,-0.046098696874243845,-0.0459499249806329,-0.016761660043464174,-0.03539972633046902,0.043331359092705815,0.03194184291152728,-0.031941842911527324,-0.03210991991343879,0.07094095955595373,-0.06033714569934202,0.015275733145580284,0.021243197694136448,0.013429291736115706,0.012046253261724425,-0.03375999079604454,0.016250108540111847,-0.036595467916883874,0.047599154237417944,0.09875300670983035,0.06540019361961223,0.09168135037979966,0.047932256673265575,0.08663461200463415,0.020845479592460345,-0.005743641100505023,0.22917639094820924,0.2918401204765248,0.36934308386365944,1.0,0.2136828897185981,0.04182075989228762
3 年內內部稽核有異動,-0.05430973900728443,-0.025520800870012027,-0.05466925586679349,-0.047801465662326265,-0.05937405491830353,0.013722965050506205,-0.04648664426632323,-0.01603630121080707,-0.03899965480317,0.02876772045623377,-0.011384524302939875,0.021131365580811995,0.022649264694161203,-0.022594715004264198,0.059310884406083786,0.029879223291467825,-0.033242247838090135,-0.04112006986758033,-0.03777598214410524,-0.06167317035468558,-0.061653165286358544,0.061247269382630525,-0.01594338162114831,0.009343389471627382,-0.0066911828356268,-0.0007276269159072753,-0.01770254708802942,-0.02039522302162539,0.020395223021625407,-0.0387275599249348,0.028142650801831978,-0.058612779661852396,-0.04017444897765504,-0.02828360984113878,-0.008396586143228794,-0.015198186949019593,-0.032976200971852346,-0.0799302149440114,-0.012917233447108321,-0.015911145683514604,0.07559289460184553,-0.00453730596129695,0.0422469368309245,0.16350664613972235,0.09091845777652832,0.1411956236812262,0.12143672338995966,0.02534388139902262,0.0525660941344889,0.3032392174315618,0.2136828897185981,1.0,0.029092640274730856
四大會計師事務所簽證,0.2661500888505849,0.24971153512275923,0.26757183141214097,0.25227362038107487,0.29369078152916744,0.2044504821121641,0.09909079966602344,0.06594428584116444,0.07563631908353774,0.05658618940423701,0.0679100987533638,-0.062439585065312685,0.19787245175511112,-0.12379008669788512,0.22404510290123814,0.26788936007788383,0.2408961045432365,0.23746579055039171,0.22344993592181278,0.03159216112295765,0.031585430013269716,-0.08405005436310142,-0.01698691410465774,0.03973011931933937,0.03598700313100252,0.036078093515367754,-0.1823817059492497,-0.13951945784669795,0.139519457846698,-0.03275038308548608,-0.14558043745789534,0.030723433782070462,0.23744653068115165,0.22000932891614464,-0.1744000912877822,0.031136379287794086,-0.01216088226235664,-0.010459497964962393,-0.01577345011724026,-0.019904581222360853,0.12425462428370788,0.015708263007660095,-0.06092700039545456,-0.06443356052381145,0.031462268680644244,0.00903705767387321,-0.017203759560405284,-0.025253224546221743,-0.01452822143937209,-0.034847016406212836,0.04182075989228762,0.029092640274730856,1.0
